Channel Id,Channel Url,Channel Title
UCo5DLltLZGE5NbkEbu_sgBg,http://www.youtube.com/channel/UCo5DLltLZGE5NbkEbu_sgBg,Captain Cuber
UCoEMagRUvrXELuJZwS4DevA,http://www.youtube.com/channel/UCoEMagRUvrXELuJZwS4DevA,Elevate Yourself
UCpS5qAjSL09muDtF6fZbTkg,http://www.youtube.com/channel/UCpS5qAjSL09muDtF6fZbTkg,Lakshya Batch Wallah
UCphwJynbSnC0XPY7Vh6qFbQ,http://www.youtube.com/channel/UCphwJynbSnC0XPY7Vh6qFbQ,Overpowered 
UCpjjSvxSB7Z2NRwMpnMfpWw,http://www.youtube.com/channel/UCpjjSvxSB7Z2NRwMpnMfpWw,Virtual Sypac
UCplqZF_Lb77bi3eUsczSV1A,http://www.youtube.com/channel/UCplqZF_Lb77bi3eUsczSV1A,Alan's Theory
UCptc7b3jk_PtbpLLeZojRZA,http://www.youtube.com/channel/UCptc7b3jk_PtbpLLeZojRZA,Harnoor Singh
UCq7-Jdgw4NxokAuKjfoGdPg,http://www.youtube.com/channel/UCq7-Jdgw4NxokAuKjfoGdPg,TheDanocracy
UCq8E4b6su6DdP7oNdwaWNlg,http://www.youtube.com/channel/UCq8E4b6su6DdP7oNdwaWNlg,Ali Sethi
UCqEFG4t4-mHL_F38PB4vbJw,http://www.youtube.com/channel/UCqEFG4t4-mHL_F38PB4vbJw,MARKS - IIT JEE & NEET Prep App
UCqGONXW1ORgz5Y4qK-0JdkQ,http://www.youtube.com/channel/UCqGONXW1ORgz5Y4qK-0JdkQ,Joe Grand
UCqZQJ4600a9wIfMPbYc60OQ,http://www.youtube.com/channel/UCqZQJ4600a9wIfMPbYc60OQ,Sabin Civil Engineering
UCqyBfm_H9ugGirk1ufYA2YA,http://www.youtube.com/channel/UCqyBfm_H9ugGirk1ufYA2YA,Learnit Training
UCqzQ51ZqgxPvIGGAVUdcuVA,http://www.youtube.com/channel/UCqzQ51ZqgxPvIGGAVUdcuVA,Tanishk Bagchi - Topic
UCrKeyTdKRBQaj-iafsnMZZw,http://www.youtube.com/channel/UCrKeyTdKRBQaj-iafsnMZZw,Dhanraj Singh 
UCrOk7JYETZS_1tJDK52ULNw,http://www.youtube.com/channel/UCrOk7JYETZS_1tJDK52ULNw,Kalpit Veerwal 2.0
UCrkjLAbLTOdwOB-jmOQFtWA,http://www.youtube.com/channel/UCrkjLAbLTOdwOB-jmOQFtWA,Pros DIY
UCrmQI3IvSw7GeiXlAJDngzg,http://www.youtube.com/channel/UCrmQI3IvSw7GeiXlAJDngzg,NateMakes
UCrmsp2voP5agAXWHvEPvxsg,http://www.youtube.com/channel/UCrmsp2voP5agAXWHvEPvxsg,Neeraj Walia
UCrzsbcwbAhyxizIs2szrQRA,http://www.youtube.com/channel/UCrzsbcwbAhyxizIs2szrQRA,Edward Smith
UCsDTy8jvHcwMvSZf_JGi-FA,http://www.youtube.com/channel/UCsDTy8jvHcwMvSZf_JGi-FA,Abhi and Niyu
UCsPwNcZlxDAxtacYv-wpUvg,http://www.youtube.com/channel/UCsPwNcZlxDAxtacYv-wpUvg,Jamie's Garage
UCsQoiOrh7jzKmE8NBofhTnQ,http://www.youtube.com/channel/UCsQoiOrh7jzKmE8NBofhTnQ,Varun Mayya
UCsSdGsFs8Cby3oxiMHTCNEg,http://www.youtube.com/channel/UCsSdGsFs8Cby3oxiMHTCNEg,DD ElectroTech
UCtUId5WFnN82GdDy7DgaQ7w,http://www.youtube.com/channel/UCtUId5WFnN82GdDy7DgaQ7w,Better Ideas
UCtWBCzqucZXq0M8jsqunM0g,http://www.youtube.com/channel/UCtWBCzqucZXq0M8jsqunM0g,Alec Benjamin
UCtgvIj41pepUU9b8PwTllRQ,http://www.youtube.com/channel/UCtgvIj41pepUU9b8PwTllRQ,Scholars Academy
UCtlMdQAYN2SrmRbkRlLrPhg,http://www.youtube.com/channel/UCtlMdQAYN2SrmRbkRlLrPhg,Samarth Sasane
UCuZ4plJK1KkSqRBYps3rNww,http://www.youtube.com/channel/UCuZ4plJK1KkSqRBYps3rNww,Mr.Puzzle
UCulu1KUYJ_2OBDouc_d-cUA,http://www.youtube.com/channel/UCulu1KUYJ_2OBDouc_d-cUA,Mat Watson Cars
UCurYxozQbvKn-oNUxNJh45Q,http://www.youtube.com/channel/UCurYxozQbvKn-oNUxNJh45Q,GREAT IDEAS GREAT LIFE
UCv9iyZgSzpWjRHCRZcKmtZA,http://www.youtube.com/channel/UCv9iyZgSzpWjRHCRZcKmtZA,GOAT SHORTS
UCvE4EbqDWlOyVvw1xXWFIEA,http://www.youtube.com/channel/UCvE4EbqDWlOyVvw1xXWFIEA,Nashbience
UCvPfe8lAxwW_96LM9vdFkVQ,http://www.youtube.com/channel/UCvPfe8lAxwW_96LM9vdFkVQ,Rokas Magic
UCvSyjU3KIOwxMyc7gJ4hu-w,http://www.youtube.com/channel/UCvSyjU3KIOwxMyc7gJ4hu-w,Review Revealed
UCvvEddy49wWYsvZacaeWmpg,http://www.youtube.com/channel/UCvvEddy49wWYsvZacaeWmpg,Swadhin's Lens
UCwBbGn2gaN3psk20_kqHlhA,http://www.youtube.com/channel/UCwBbGn2gaN3psk20_kqHlhA,MATHEMATICS BUDDY
UCwVEhEzsjLym_u1he4XWFkg,http://www.youtube.com/channel/UCwVEhEzsjLym_u1he4XWFkg,Finance With Sharan
UCx1VY57UmjU76Tgq8YwkklA,http://www.youtube.com/channel/UCx1VY57UmjU76Tgq8YwkklA,Unacademy India
UCyBod0giponcZOfCdiL-inw,http://www.youtube.com/channel/UCyBod0giponcZOfCdiL-inw,Fine Tuned
UCyLj3USTiXmTvw1z4NkUIlw,http://www.youtube.com/channel/UCyLj3USTiXmTvw1z4NkUIlw,Yanchan Produced
UCyYhB1bENJloiVoK1Hod_vg,http://www.youtube.com/channel/UCyYhB1bENJloiVoK1Hod_vg,Moviebox Record Label
UCyxdH6b62AC4x-gfkSiDYyQ,http://www.youtube.com/channel/UCyxdH6b62AC4x-gfkSiDYyQ,Atharva Puranik
UCz22l7kbce-uFJAoaZqxD1A,http://www.youtube.com/channel/UCz22l7kbce-uFJAoaZqxD1A,Gaur Gopal Das
UCzB2vC0kH-PPbrGmqeII9hQ,http://www.youtube.com/channel/UCzB2vC0kH-PPbrGmqeII9hQ,Developer Rahul
UCzBvAIHPZ_Y7chhoN5ebv_A,http://www.youtube.com/channel/UCzBvAIHPZ_Y7chhoN5ebv_A,Best Of TRS | English
UCzHjRDO_8nk3sGopVkYnqlA,http://www.youtube.com/channel/UCzHjRDO_8nk3sGopVkYnqlA,WhistlinDiesel But Short
UCzdMY6Qsv9CrsNCPgtZlrIw,http://www.youtube.com/channel/UCzdMY6Qsv9CrsNCPgtZlrIw,TRS Clips हिंदी | Hindi
UCziVkZ1pVhwGKWQceXW2KPQ,http://www.youtube.com/channel/UCziVkZ1pVhwGKWQceXW2KPQ,Man From Earth
UCzwCEE_PchiBULMnAJqhGVg,http://www.youtube.com/channel/UCzwCEE_PchiBULMnAJqhGVg,Raj Shamani
